          V_ref,             LF,             DF,             CL,             Cd,              A,         A(Cor),        CD(Cor)
        23.3347,      0.0317267,      0.0510165,        0.12664,       0.203637,     -0.0349066,     -0.0315912,       0.203958
        23.9947,      0.0313777,      0.0410226,       0.118451,       0.154861,     -0.0349066,     -0.0318055,       0.155142
        24.7867,      0.0313777,      0.0410226,       0.111003,       0.145123,     -0.0349066,     -0.0320005,       0.145369
        25.3734,      0.0313777,      0.0410226,       0.105929,        0.13849,     -0.0349066,     -0.0321334,       0.138714
        26.1801,      0.0313777,      0.0410226,      0.0995017,       0.130087,     -0.0349066,     -0.0323016,       0.130285
        26.7814,      0.0313777,      0.0410226,      0.0950836,        0.12431,     -0.0349066,     -0.0324173,       0.124491
        27.5441,      0.0313777,      0.0410226,      0.0898909,       0.117522,     -0.0349066,     -0.0325532,       0.117683
        28.1014,      0.0313777,      0.0410226,      0.0863607,       0.112906,     -0.0349066,     -0.0326457,       0.113055
        28.8054,      0.0317267,      0.0510165,      0.0831051,       0.133633,     -0.0349066,     -0.0327309,       0.133771
        29.3921,      0.0317267,      0.0510165,      0.0798207,       0.128352,     -0.0349066,     -0.0328169,       0.128479
        29.9494,      0.0317267,      0.0510165,      0.0768775,       0.123619,     -0.0349066,     -0.0328939,       0.123737
        30.3454,      0.0317267,      0.0510165,      0.0748841,       0.120414,     -0.0349066,     -0.0329461,       0.120526
        30.7561,      0.0317267,      0.0510165,      0.0728977,       0.117219,     -0.0349066,     -0.0329981,       0.117326
        31.2107,      0.0317267,      0.0510165,      0.0707893,       0.113829,     -0.0349066,     -0.0330533,       0.113929
        31.6361,      0.0317267,      0.0510165,      0.0688986,       0.110789,     -0.0349066,     -0.0331028,       0.110884
        32.1934,      0.0317267,      0.0510165,      0.0665337,       0.106986,     -0.0349066,     -0.0331647,       0.107075
        32.8387,      0.0417206,      0.0513655,      0.0840869,       0.103526,     -0.0349066,     -0.0327052,       0.103667
        33.6894,      0.0317267,      0.0510165,      0.0607559,      0.0976955,     -0.0349066,      -0.033316,      0.0977694
        34.4081,      0.0417206,      0.0513655,      0.0765915,      0.0942978,     -0.0349066,     -0.0329014,      0.0944151
        34.9654,      0.0417206,      0.0513655,      0.0741693,      0.0913156,     -0.0349066,     -0.0329648,      0.0914256
        35.5081,      0.0317267,      0.0510165,      0.0546917,      0.0879442,     -0.0349066,     -0.0334747,       0.088004
        36.0361,      0.0417206,      0.0513655,      0.0698274,      0.0859701,     -0.0349066,     -0.0330785,      0.0860676
        36.7254,      0.0417206,      0.0513655,      0.0672307,       0.082773,     -0.0349066,     -0.0331465,      0.0828634
        37.4588,      0.0417206,      0.0513655,      0.0646241,      0.0795638,     -0.0349066,     -0.0332147,      0.0796474
        38.0454,      0.0420696,      0.0613594,      0.0631705,      0.0921355,     -0.0349066,     -0.0332528,      0.0922153
        38.5881,      0.0320757,      0.0610104,      0.0468188,      0.0890529,     -0.0349066,     -0.0336809,      0.0890968
        39.1748,      0.0320757,      0.0610104,       0.045427,      0.0864057,     -0.0349066,     -0.0337173,      0.0864469
        39.7761,      0.0320757,      0.0610104,      0.0440639,      0.0838128,     -0.0349066,      -0.033753,      0.0838517
        40.4068,      0.0320757,      0.0610104,      0.0426991,       0.081217,     -0.0349066,     -0.0337887,      0.0812534
        40.9054,      0.0320757,      0.0610104,      0.0416644,      0.0792488,     -0.0349066,     -0.0338158,      0.0792836
        41.3161,      0.0320757,      0.0610104,      0.0408402,      0.0776813,     -0.0349066,     -0.0338374,      0.0777146
        41.8001,      0.0320757,      0.0610104,      0.0398999,      0.0758927,     -0.0349066,      -0.033862,      0.0759246
        42.3281,      0.0324247,      0.0710043,      0.0393341,      0.0861347,     -0.0349066,     -0.0338768,      0.0861656
        42.9588,      0.0324247,      0.0710043,      0.0381876,      0.0836242,     -0.0349066,     -0.0339068,      0.0836534
        43.6774,      0.0324247,      0.0710043,      0.0369413,      0.0808949,     -0.0349066,     -0.0339395,      0.0809222
        44.3374,      0.0324247,      0.0710043,      0.0358497,      0.0785045,     -0.0349066,      -0.033968,      0.0785302
        44.9974,      0.0324247,      0.0710043,      0.0348057,      0.0762184,     -0.0349066,     -0.0339954,      0.0762427
        45.6428,      0.0324247,      0.0710043,      0.0338285,      0.0740784,     -0.0349066,     -0.0340209,      0.0741013
        46.1414,      0.0324247,      0.0710043,      0.0331012,      0.0724859,     -0.0349066,       -0.03404,      0.0725078
        46.6841,      0.0324247,      0.0710043,      0.0323362,      0.0708105,     -0.0349066,       -0.03406,      0.0708314
        47.4614,      0.0324247,      0.0710043,      0.0312856,        0.06851,     -0.0349066,     -0.0340875,      0.0685295
        47.9748,      0.0324247,      0.0710043,      0.0306197,      0.0670517,     -0.0349066,      -0.034105,      0.0670704
        48.5174,      0.0324247,      0.0710043,      0.0299385,      0.0655601,     -0.0349066,     -0.0341228,       0.065578
        49.1188,      0.0324247,      0.0710043,        0.02921,      0.0639647,     -0.0349066,     -0.0341419,      0.0639818
        49.7054,      0.0324247,      0.0710043,      0.0285245,      0.0624637,     -0.0349066,     -0.0341598,        0.06248
        50.4388,      0.0324247,      0.0710043,      0.0277011,      0.0606606,     -0.0349066,     -0.0341814,      0.0606759
        50.9961,      0.0324247,      0.0710043,      0.0270989,      0.0593419,     -0.0349066,     -0.0341971,      0.0593566
        51.4948,      0.0324247,      0.0710043,      0.0265766,      0.0581981,     -0.0349066,     -0.0342108,      0.0582123
        52.0375,      0.0324247,      0.0710043,      0.0260252,      0.0569906,     -0.0349066,     -0.0342252,      0.0570042
        52.7561,      0.0324247,      0.0710043,       0.025321,      0.0554485,     -0.0349066,     -0.0342437,      0.0554613
        53.2988,      0.0324247,      0.0710043,       0.024808,      0.0543251,     -0.0349066,     -0.0342571,      0.0543375
        53.8708,      0.0324247,      0.0710043,       0.024284,      0.0531776,     -0.0349066,     -0.0342708,      0.0531894
        54.6628,      0.0324247,      0.0710043,      0.0235854,      0.0516478,     -0.0349066,     -0.0342891,      0.0516589
        55.3228,      0.0324247,      0.0710043,       0.023026,      0.0504228,     -0.0349066,     -0.0343038,      0.0504334
        55.9535,      0.0324247,      0.0710043,      0.0225098,      0.0492926,     -0.0349066,     -0.0343173,      0.0493027
        56.6281,      0.0324247,      0.0710043,      0.0219767,       0.048125,     -0.0349066,     -0.0343312,      0.0481347
        57.3615,      0.0324247,      0.0710043,      0.0214183,      0.0469024,     -0.0349066,     -0.0343458,      0.0469116
        58.0801,      0.0324247,      0.0710043,      0.0208916,      0.0457489,     -0.0349066,     -0.0343596,      0.0457576
        58.7548,      0.0324247,      0.0710043,      0.0204145,      0.0447043,     -0.0349066,     -0.0343721,      0.0447126
        59.5908,      0.0324247,      0.0710043,      0.0198458,      0.0434587,     -0.0349066,      -0.034387,      0.0434666
        60.2361,      0.0324247,      0.0710043,      0.0194228,      0.0425325,     -0.0349066,     -0.0343981,      0.0425401
        61.0135,      0.0324247,      0.0710043,      0.0189311,      0.0414557,     -0.0349066,      -0.034411,      0.0414628
        61.6148,      0.0324247,      0.0710043,      0.0185633,      0.0406504,     -0.0349066,     -0.0344206,      0.0406573
        62.3481,      0.0324247,      0.0710043,      0.0181292,      0.0396998,     -0.0349066,      -0.034432,      0.0397064
        62.8615,      0.0324247,      0.0710043,      0.0178344,      0.0390541,     -0.0349066,     -0.0344397,      0.0390604
        63.4481,      0.0324247,      0.0710043,      0.0175061,      0.0383352,     -0.0349066,     -0.0344483,      0.0383413
        64.1081,      0.0324247,      0.0710043,      0.0171475,      0.0375499,     -0.0349066,     -0.0344577,      0.0375558
        64.9001,      0.0324247,      0.0710043,      0.0167315,       0.036639,     -0.0349066,     -0.0344685,      0.0366446
        65.3255,      0.0324247,      0.0710043,      0.0165143,      0.0361635,     -0.0349066,     -0.0344742,      0.0361689
        65.9855,      0.0324247,      0.0710043,      0.0161856,      0.0354437,     -0.0349066,     -0.0344828,      0.0354489
        66.4695,      0.0324247,      0.0710043,      0.0159508,      0.0349294,     -0.0349066,      -0.034489,      0.0349345
        66.8802,      0.0324247,      0.0710043,      0.0157555,      0.0345017,     -0.0349066,     -0.0344941,      0.0345067
        67.2468,      0.0324247,      0.0710043,      0.0155841,      0.0341265,     -0.0349066,     -0.0344986,      0.0341314
        67.7895,      0.0327737,      0.0809983,      0.0155007,      0.0383091,     -0.0349066,     -0.0345008,      0.0383139
        68.2882,      0.0327737,      0.0809983,      0.0152751,      0.0377516,     -0.0349066,     -0.0345067,      0.0377563
        68.7135,      0.0327737,      0.0809983,      0.0150866,      0.0372857,     -0.0349066,     -0.0345116,      0.0372902
        69.3735,      0.0327737,      0.0809983,      0.0148009,      0.0365796,     -0.0349066,     -0.0345191,       0.036584
        70.0188,      0.0331227,      0.0909922,      0.0146841,       0.040339,     -0.0349066,     -0.0345221,      0.0403433
        70.7228,      0.0331227,      0.0909922,      0.0143932,      0.0395399,     -0.0349066,     -0.0345298,       0.039544
        71.6908,      0.0331227,      0.0909922,      0.0140071,      0.0384793,     -0.0349066,     -0.0345399,      0.0384832
        72.6002,      0.0334717,       0.100986,      0.0138023,      0.0416425,     -0.0349066,     -0.0345452,      0.0416463
        73.3628,      0.0338207,        0.11098,      0.0136578,       0.044817,     -0.0349066,      -0.034549,      0.0448208
        74.2135,      0.0341697,       0.120974,      0.0134842,      0.0477393,     -0.0349066,     -0.0345536,       0.047743
        74.8295,      0.0345187,       0.130968,      0.0133986,      0.0508358,     -0.0349066,     -0.0345558,      0.0508394
        75.4748,      0.0345187,       0.130968,      0.0131704,      0.0499702,     -0.0349066,     -0.0345618,      0.0499736
        76.1202,      0.0345187,       0.130968,      0.0129481,      0.0491265,     -0.0349066,     -0.0345676,      0.0491298
        77.0295,      0.0348677,       0.140962,       0.012772,      0.0516342,     -0.0349066,     -0.0345722,      0.0516375
        77.6748,      0.0466065,        0.19128,      0.0167895,      0.0689065,     -0.0349066,      -0.034467,      0.0689121
        78.5108,      0.0569494,       0.201623,      0.0200808,      0.0710938,     -0.0349066,     -0.0343809,      0.0711019
        79.1122,      0.0669433,       0.201972,      0.0232472,      0.0701383,     -0.0349066,      -0.034298,      0.0701491
        79.6548,      0.0669433,       0.201972,      0.0229316,      0.0691859,     -0.0349066,     -0.0343062,      0.0691964
        80.2562,      0.0669433,       0.201972,      0.0225892,       0.068153,     -0.0349066,     -0.0343152,      0.0681632
        81.0482,      0.0672923,       0.211966,      0.0222654,      0.0701343,     -0.0349066,     -0.0343237,      0.0701442
        81.8842,      0.0672923,       0.211966,       0.021813,      0.0687095,     -0.0349066,     -0.0343355,       0.068719
        82.6762,      0.0676413,        0.22196,      0.0215081,      0.0705772,     -0.0349066,     -0.0343435,      0.0705864
        83.4095,      0.0676413,        0.22196,      0.0211316,      0.0693416,     -0.0349066,     -0.0343533,      0.0693505
        84.0549,      0.0776352,       0.222309,      0.0238827,      0.0683883,     -0.0349066,     -0.0342813,      0.0683997
        84.9202,      0.0776352,       0.222309,      0.0233985,      0.0670017,     -0.0349066,      -0.034294,      0.0670126
        85.4189,      0.0776352,       0.222309,      0.0231261,      0.0662217,     -0.0349066,     -0.0343011,      0.0662323
        85.8589,      0.0676413,        0.22196,      0.0199431,      0.0654418,     -0.0349066,     -0.0343845,      0.0654497
        86.4162,      0.0676413,        0.22196,      0.0196867,      0.0646004,     -0.0349066,     -0.0343912,      0.0646081
        86.7535,      0.0676413,        0.22196,      0.0195339,       0.064099,     -0.0349066,     -0.0343952,      0.0641066
        87.1349,      0.0676413,        0.22196,      0.0193633,      0.0635391,     -0.0349066,     -0.0343996,      0.0635466
        87.5162,      0.0679903,       0.231954,      0.0192939,      0.0658226,     -0.0349066,     -0.0344015,      0.0658301
        88.0295,      0.0683393,       0.241948,      0.0191675,      0.0678602,     -0.0349066,     -0.0344048,      0.0678676
        88.6749,      0.0686883,       0.251942,       0.018986,      0.0696385,     -0.0349066,     -0.0344095,      0.0696457
        89.3202,      0.0786822,       0.252291,      0.0214352,       0.068731,     -0.0349066,     -0.0343454,      0.0687401
        90.1269,      0.0786822,       0.252291,      0.0210532,      0.0675061,     -0.0349066,     -0.0343554,       0.067515
        90.7282,      0.0786822,       0.252291,      0.0207751,      0.0666143,     -0.0349066,     -0.0343627,      0.0666229
        91.3882,      0.0786822,       0.252291,      0.0204761,      0.0656556,     -0.0349066,     -0.0343705,      0.0656639
        92.1802,      0.0886761,        0.25264,       0.022682,      0.0646215,     -0.0349066,     -0.0343128,      0.0646318
        92.9722,      0.0886761,        0.25264,      0.0222972,      0.0635252,     -0.0349066,     -0.0343228,      0.0635351
        93.7349,      0.0886761,        0.25264,      0.0219359,      0.0624956,     -0.0349066,     -0.0343323,      0.0625053
        94.5269,      0.0891072,       0.252764,      0.0216747,      0.0614829,     -0.0366519,     -0.0360845,      0.0614923
        95.5096,      0.0886761,        0.25264,      0.0211283,      0.0601947,     -0.0349066,     -0.0343534,      0.0602037
        96.1549,      0.0890251,       0.262634,      0.0209277,      0.0617388,     -0.0349066,     -0.0343587,      0.0617476
        96.9762,       0.099368,       0.272976,       0.022965,      0.0630878,     -0.0349066,     -0.0343053,      0.0630983
        97.7829,       0.099368,       0.272976,      0.0225877,      0.0620512,     -0.0349066,     -0.0343152,      0.0620614
        98.5602,       0.100066,       0.292964,       0.022389,      0.0655484,     -0.0349066,     -0.0343204,      0.0655584
        99.4256,       0.100415,       0.302958,      0.0220777,      0.0666097,     -0.0349066,     -0.0343286,      0.0666194
         100.32,       0.100764,       0.312952,       0.021761,      0.0675852,     -0.0349066,     -0.0343369,      0.0675947
        100.863,       0.100764,       0.312952,      0.0215275,      0.0668599,     -0.0349066,      -0.034343,      0.0668692
        101.347,       0.100764,       0.312952,      0.0213224,      0.0662228,     -0.0349066,     -0.0343484,      0.0662319
        101.802,       0.110758,       0.313301,      0.0232283,      0.0657058,     -0.0349066,     -0.0342985,      0.0657166
        102.036,       0.100764,       0.312952,      0.0210352,      0.0653311,     -0.0349066,     -0.0343559,      0.0653399
         102.33,       0.110758,       0.313301,      0.0229892,      0.0650295,     -0.0349066,     -0.0343047,      0.0650401
        102.432,       0.110758,       0.313301,      0.0229431,      0.0648992,     -0.0349066,     -0.0343059,      0.0649097
        102.784,       0.110758,       0.313301,      0.0227862,      0.0644554,     -0.0349066,       -0.03431,      0.0644658
         102.96,       0.110758,       0.313301,      0.0227084,      0.0642353,     -0.0349066,     -0.0343121,      0.0642456
        103.092,       0.110758,       0.313301,      0.0226503,      0.0640709,     -0.0349066,     -0.0343136,      0.0640811
        103.283,       0.110758,       0.313301,      0.0225667,      0.0638345,     -0.0349066,     -0.0343158,      0.0638447
        103.503,       0.110758,       0.313301,      0.0224709,      0.0635635,     -0.0349066,     -0.0343183,      0.0635736
        103.723,       0.121101,       0.323644,      0.0244652,      0.0653836,     -0.0349066,     -0.0342661,      0.0653956
        103.928,       0.121101,       0.323644,      0.0243686,      0.0651255,     -0.0349066,     -0.0342686,      0.0651374
         104.09,        0.12145,       0.333638,      0.0243631,      0.0669286,     -0.0349066,     -0.0342687,      0.0669404
        104.192,       0.111805,       0.343283,      0.0223842,      0.0687277,     -0.0349066,     -0.0343206,      0.0687377
        104.236,       0.111456,       0.333289,      0.0222955,      0.0666706,     -0.0349066,     -0.0343229,      0.0666805
        104.178,       0.111456,       0.333289,      0.0223206,      0.0667457,     -0.0349066,     -0.0343222,      0.0667556
        104.119,       0.101113,       0.322946,      0.0202721,      0.0647473,     -0.0349066,     -0.0343759,      0.0647555
        103.958,       0.101113,       0.322946,      0.0203351,      0.0649484,     -0.0349066,     -0.0343742,      0.0649567
        103.679,       0.101113,       0.322946,      0.0204445,       0.065298,     -0.0349066,     -0.0343713,      0.0653063
        103.562,       0.111107,       0.323295,      0.0225162,      0.0655168,     -0.0349066,     -0.0343171,      0.0655269
        103.371,       0.101113,       0.322946,      0.0205665,      0.0656877,     -0.0349066,     -0.0343681,      0.0656961
        103.254,       0.101113,       0.322946,      0.0206133,      0.0658371,     -0.0349066,     -0.0343669,      0.0658456
        103.151,       0.101113,       0.322946,      0.0206544,      0.0659682,     -0.0349066,     -0.0343658,      0.0659767
        103.019,       0.100764,       0.312952,      0.0206358,      0.0640907,     -0.0349066,     -0.0343663,      0.0640992
